Total_Stops,Journey_day,Journey_month,Dep_hour,Dep_min,Arrival_hour,Arrival_min,Duration_hours,Duration_mins,Airline_Air India,Airline_GoAir,Airline_IndiGo,Airline_Jet Airways,Airline_Jet Airways Business,Airline_Multiple carriers,Airline_SpiceJet,Airline_Vistara,Airline_Vistara Premium economy,Source_Chennai,Source_Delhi,Source_Kolkata,Source_Mumbai,Destination_Cochin,Destination_Delhi,Destination_Hyderabad,Destination_Kolkata,Destination_New Delhi,Fare
0,9,5,14,40,17,50,3,10,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,6216
0,27,4,14,40,17,50,3,10,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,6216
0,21,4,8,20,11,20,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5198
1,21,3,19,15,18,50,23,35,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12347
1,6,3,8,55,9,30,24,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17261
1,15,5,10,0,1,30,15,30,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,8073
2,18,5,9,40,12,35,26,55,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15129
0,27,6,11,30,14,20,2,50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4668
1,9,5,10,0,20,25,10,25,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10203
0,9,3,18,25,21,20,2,55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6860
1,18,3,5,45,18,25,12,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12284
0,18,6,14,15,16,45,2,30,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5510
1,9,5,7,35,12,10,4,35,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5054
0,24,3,9,35,12,30,2,55,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4377
1,15,5,12,50,19,15,6,25,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,8266
2,9,6,6,45,12,35,29,50,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,13376
1,3,3,15,35,23,40,8,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6315
1,6,3,14,5,20,20,6,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19225
2,6,6,14,30,12,30,22,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15894
2,3,6,9,40,12,35,26,55,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,13014
1,21,5,20,55,4,25,7,30,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12898
1,21,5,21,50,4,25,6,35,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,16079
1,27,6,19,0,1,30,6,30,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,7198
1,27,5,9,45,16,10,6,25,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,10486
1,9,3,16,0,18,50,26,50,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,14053
1,3,6,5,10,10,5,4,55,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6842
1,6,3,7,0,12,25,5,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22270
1,21,5,16,40,0,15,7,35,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8855
1,21,3,7,5,4,25,21,20,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12767
1,12,5,22,40,10,40,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5192
1,27,5,9,0,4,25,19,25,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12898
1,27,5,16,45,22,25,5,40,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6752
0,27,5,10,0,12,45,2,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6961
2,6,3,8,50,16,30,31,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14143
2,3,6,21,25,12,35,15,10,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,11507
1,6,6,7,5,19,15,12,10,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,14848
0,27,4,11,30,14,20,2,50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5403
1,3,6,21,50,4,25,6,35,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12898
1,27,6,7,55,13,25,5,30,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6152
1,1,6,20,25,1,30,5,5,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6593
1,1,6,11,30,4,25,16,55,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10262
0,6,6,13,55,15,25,1,30,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3625
0,24,3,8,20,11,15,2,55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7229
0,12,5,9,10,10,40,1,30,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4049
0,24,3,10,0,12,45,2,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4441
2,15,5,12,0,7,55,19,55,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9941
1,24,6,6,0,21,0,15,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,7740
1,6,6,9,20,14,15,4,55,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11160
1,9,3,17,20,9,25,16,5,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12415
2,6,5,12,0,11,10,23,10,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10676
1,9,6,2,0,7,45,5,45,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6386
2,24,3,5,55,23,15,41,20,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13990
1,1,6,10,35,1,30,14,55,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6206
0,15,3,10,20,11,50,1,30,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4160
1,18,5,11,30,21,0,9,30,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,13727
0,21,5,7,5,9,20,2,15,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,3687
0,1,3,7,5,9,20,2,15,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,9125
1,9,6,21,10,10,5,12,55,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14939
0,3,6,10,0,12,45,2,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6961
1,1,6,14,25,19,35,5,10,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10651
1,9,6,17,35,22,15,4,40,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5699
1,6,5,20,0,10,5,14,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14388
0,24,5,9,10,10,40,1,30,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5755
1,12,6,13,0,19,15,6,15,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,8372
1,6,3,20,40,9,25,12,45,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12677
1,1,3,22,50,19,10,20,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25735
0,9,4,7,10,10,5,2,55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4823
0,3,3,18,5,21,10,3,5,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,8666
1,15,5,7,0,16,15,9,15,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11936
2,9,5,9,40,19,0,9,20,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15129
1,3,3,5,45,5,5,23,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11087
1,12,6,18,35,1,30,6,55,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5883
0,15,5,5,10,8,0,2,50,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6094
1,27,6,20,25,1,30,5,5,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5054
1,21,4,6,10,23,0,16,50,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7174
1,21,3,14,5,20,20,6,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7832
1,9,5,9,25,18,30,9,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8891
2,9,5,12,0,18,30,30,30,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9626
0,6,5,22,20,0,40,2,20,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3873
1,21,5,7,0,19,0,12,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,10197
0,3,3,5,45,8,35,2,50,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6860
1,6,5,8,25,19,50,11,25,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10844
1,9,6,9,35,21,5,11,30,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13994
1,3,6,7,30,19,0,11,30,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,10877
1,27,5,8,0,19,0,11,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,10407
1,27,3,10,20,1,35,15,15,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,6427
2,18,5,5,30,12,35,7,5,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15544
0,21,4,17,10,19,40,2,30,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4807
1,9,6,6,50,16,10,9,20,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6442
1,3,6,7,30,19,15,11,45,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,7354
0,15,3,15,50,17,20,1,30,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2470
0,9,6,13,15,15,35,2,20,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3597
1,15,6,6,40,19,15,12,35,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,8614
1,21,5,20,0,23,35,27,35,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10844
0,21,3,13,55,15,25,1,30,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3100
1,9,5,8,45,19,15,10,30,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,8266
2,12,3,8,50,23,25,14,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13250
0,12,5,19,35,21,5,1,30,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5678
0,27,5,6,55,9,30,2,35,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3873
0,12,4,17,10,19,40,2,30,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3841
2,27,6,12,55,19,15,30,20,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12646
1,12,6,16,30,19,50,27,20,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8529
1,6,6,9,0,19,0,10,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10262
1,15,5,7,35,16,10,8,35,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6442
2,9,6,18,45,19,15,24,30,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12257
1,1,4,21,0,2,15,5,15,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5930
1,6,5,6,30,19,50,13,20,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14781
1,15,5,14,5,23,35,9,30,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13941
1,12,6,7,10,16,10,9,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,6513
2,3,6,16,55,19,15,26,20,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,13381
1,3,6,14,55,22,30,7,35,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,7038
1,24,5,20,20,22,40,26,20,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,8452
0,12,4,6,55,9,30,2,35,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3841
0,21,5,9,45,12,35,2,50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4668
0,24,6,7,45,10,40,2,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3898
0,9,3,6,20,7,45,1,25,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4392
1,12,6,10,20,17,35,7,15,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8355
1,27,6,9,45,23,0,13,15,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,8907
2,15,3,5,50,23,45,17,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7664
2,24,6,13,25,12,35,23,10,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12819
1,12,6,8,45,13,15,4,30,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,5158
0,6,5,21,20,22,50,1,30,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2227
0,21,6,7,5,9,20,2,15,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,3687
1,9,5,12,0,13,15,25,15,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6612
2,18,5,17,50,1,30,7,40,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,19360
1,27,6,7,0,19,15,12,15,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,8669
1,9,6,15,45,22,5,6,20,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,6297
1,18,3,5,45,10,25,4,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12284
1,1,5,8,25,9,20,24,55,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9663
0,27,4,21,15,0,15,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3943
1,21,3,11,50,19,50,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5932
2,3,3,5,55,7,40,25,45,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15428
0,1,5,20,20,22,55,2,35,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4804
1,24,3,8,15,13,0,4,45,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6303
1,27,3,10,45,1,35,14,50,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6628
1,12,6,10,0,1,30,15,30,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,7198
0,15,5,17,0,19,35,2,35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4878
0,6,4,17,10,19,40,2,30,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3873
2,18,5,16,50,13,45,20,55,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13432
1,1,3,11,40,9,30,21,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25735
1,27,4,7,55,22,25,14,30,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6451
0,21,3,19,55,22,35,2,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7229
1,9,5,20,55,4,25,7,30,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12373
0,15,5,11,40,14,30,2,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3398
0,6,6,7,10,10,10,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6478
2,6,3,13,5,16,50,27,45,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,21375
0,6,3,17,45,20,5,2,20,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,7298
1,9,5,10,20,1,30,15,10,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,9021
0,21,6,19,50,22,50,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8541
1,6,3,4,45,21,0,16,15,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,13611
1,1,3,9,30,12,5,26,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12704
1,15,6,10,35,1,30,14,55,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5883
2,9,6,9,25,5,35,20,10,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11642
1,15,6,14,20,22,30,8,10,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6412
1,12,5,9,50,21,5,11,15,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8450
2,1,6,21,25,19,0,21,35,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,13292
0,9,6,15,0,16,25,1,25,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3100
2,21,3,12,55,19,15,30,20,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,11228
2,21,3,19,10,18,50,23,40,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9483
1,27,5,13,0,19,15,6,15,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,15898
0,3,4,19,30,20,45,1,15,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2050
1,9,6,20,25,23,35,27,10,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12692
2,21,5,5,30,19,0,13,30,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15129
0,18,3,15,10,17,45,2,35,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4462
1,24,3,19,45,23,25,27,40,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10031
1,21,3,20,40,9,25,12,45,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5642
0,15,3,23,30,2,20,2,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8033
2,12,6,5,50,23,15,17,25,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12723
1,27,5,10,0,1,30,15,30,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,9508
0,12,6,7,10,10,10,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5769
2,6,6,5,30,19,0,13,30,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,13014
0,21,6,17,45,20,45,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8541
1,9,3,6,40,16,10,9,30,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6442
1,12,5,9,35,21,5,11,30,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14151
0,21,4,22,50,1,20,2,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5645
1,24,5,21,10,8,15,11,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14178
0,18,6,5,10,8,0,2,50,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5201
0,3,3,10,0,12,45,2,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11423
1,1,3,19,0,1,35,6,35,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,23533
0,6,3,5,30,8,20,2,50,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4778
1,21,5,9,0,12,35,27,35,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12898
0,18,3,19,40,22,20,2,40,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,12123
1,24,3,15,5,20,45,5,40,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6197
1,1,6,9,45,9,25,23,40,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,8372
0,21,5,20,5,21,40,1,35,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2227
0,3,3,20,0,22,55,2,55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6860
1,15,6,2,0,7,45,5,45,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6386
1,15,5,8,30,21,0,12,30,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7503
1,18,5,17,20,9,25,16,5,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7690
0,18,3,2,55,4,25,1,30,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5678
1,6,3,11,30,4,25,16,55,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,13843
0,27,4,17,10,19,40,2,30,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3841
1,15,5,17,30,1,30,8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6979
1,12,5,20,25,9,45,13,20,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14151
2,6,5,12,0,21,50,9,50,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10151
2,6,6,9,40,4,25,18,45,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10368
1,1,5,6,30,18,15,11,45,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10844
2,18,5,23,5,4,25,29,20,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,16704
2,27,5,23,5,4,25,29,20,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15129
1,6,6,9,25,21,50,12,25,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8366
0,24,4,5,55,8,35,2,40,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3919
2,21,5,9,25,5,25,20,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14687
1,1,3,10,20,18,15,7,55,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,23267
2,15,5,9,45,9,25,23,40,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10975
1,1,6,19,15,19,0,23,45,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,14714
0,24,5,13,15,15,35,2,20,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3597
2,3,3,15,5,1,35,10,30,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,34503
1,12,5,8,25,20,45,12,20,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14781
1,18,5,14,0,21,0,7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,13727
1,3,6,21,50,3,35,5,45,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7189
1,12,6,7,0,21,0,14,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,7408
2,27,5,17,50,1,30,7,40,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,18275
1,9,3,8,0,19,15,11,15,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,19332
0,1,5,17,45,20,5,2,20,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,3543
1,1,4,6,30,8,15,25,45,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7064
1,1,6,7,35,22,30,14,55,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6442
1,27,3,7,10,22,20,15,10,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,6145
1,21,5,8,30,19,0,10,30,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,9627
1,15,5,6,0,21,0,15,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,7670
2,18,5,10,0,5,25,19,25,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14109
0,9,4,20,20,22,55,2,35,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4488
1,27,5,11,30,12,35,25,5,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12898
0,18,3,17,0,19,45,2,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4441
0,24,3,20,45,23,20,2,35,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,31945
1,1,4,8,25,9,20,24,55,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7064
1,15,4,10,35,19,35,9,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5752
0,18,4,15,30,18,5,2,35,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4174
1,18,5,6,5,9,25,27,20,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7480
1,21,3,7,20,12,30,5,10,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6388
1,21,3,2,0,7,45,5,45,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6426
1,1,5,14,5,4,40,14,35,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13941
1,27,3,9,0,15,30,6,30,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,6673
1,12,6,21,10,4,40,7,30,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7594
1,6,3,4,55,16,10,11,15,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6171
0,15,3,20,45,23,20,2,35,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4435
1,6,6,5,15,6,50,25,35,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6587
1,6,6,6,50,16,10,9,20,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6674
1,3,3,0,30,23,55,23,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10394
0,1,6,19,35,21,55,2,20,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3597
1,6,3,4,0,7,40,27,40,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12940
1,12,5,20,25,21,5,24,40,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12121
